"gene_id","gene_name","chromosome","locus","rpkm"
,"Cstf3",2,"chr2:104430640-104505582",22.474828
,"Tcp11l1",2,"chr2:104520136-104552319",1.03173
,"Pin1-ps1",2,"chr2:104554082-104556447",2.37539
,"Depdc7",2,"chr2:104561943-104582958",1.96759
,"Qser1",2,"chr2:104594953-104656853",3.69444
,"Prrg4",2,"chr2:104670897-104690007",0.532815
,"Ccdc73",2,"chr2:104726480-104839894",0.616971
,"Eif3m",2,"chr2:104839813-104857184",62.2861
,"AI314831",2,"chr2:104916694-104966667",0.91923
,"Wt1",2,"chr2:104966685-105013771",5.70171
,"0610012H03Rik",2,"chr2:105064498-105220017",0.09771
,"Rcn1",2,"chr2:105226104-105239476",26.5296
,"Pax6os1",2,"chr2:105376236-105510487",0
,"Pax6",2,"chr2:105509052-105537521",0
,"Elp4",2,"chr2:105540265-105744657",3.63417
,"Immp1l",2,"chr2:105744794-105805715",0.737415
,"Dnajc24",2,"chr2:105806864-105843706",9.132762
,"Gm14015",2,"chr2:106303979-106363260",0
,"Mpped2",2,"chr2:106533615-106708517",0.098232
,"2700007P21Rik",2,"chr2:106802685-106814554",10.44562
,"Fshb",2,"chr2:106896297-106899808",0
,"Kcna4",2,"chr2:107130745-107138661",0.027587
,"Mettl15",2,"chr2:108932456-109118447",6.67348
,"Kif18a",2,"chr2:109120894-109181903",32.5488
,"Bdnf",2,"chr2:109514856-109567200",0.022467
,"Lin7c",2,"chr2:109731034-109741093",21.007
,"Gm13939",2,"chr2:109742552-109753476",0
,"Lgr4",2,"chr2:109757803-109854414",1.49373
,"Ccdc34",2,"chr2:109857973-109885482",28.0227
,"1700024P03Rik",2,"chr2:109871406-109890636",0.0549
,"Bbox1",2,"chr2:110105239-110145882",0
,"Fibin",2,"chr2:110201081-110203150",0.548821
,"Slc5a12",2,"chr2:110437455-110489502",0
,"Ano3",2,"chr2:110498296-110790401",0.031115
,"Muc15",2,"chr2:110561764-110578120",0.092354
,"4930430A15Rik",2,"chr2:111033410-111069757",0
,"Olfr1275",2,"chr2:111071009-111071948",0
,"Olfr1276",2,"chr2:111097273-111098212",0
,"Olfr1277",2,"chr2:111109610-111110522",0
,"Olfr1278",2,"chr2:111132426-111133368",0
,"Olfr1279",2,"chr2:111146357-111147299",0
,"Olfr1280",2,"chr2:111155637-111156555",0
,"Olfr1281",2,"chr2:111168577-111169495",0
,"Olfr1282",2,"chr2:111175315-111176233",0
,"Olfr1283",2,"chr2:111208790-111209708",0
,"Olfr1284",2,"chr2:111219158-111220094",0
,"Olfr1286",2,"chr2:111260188-111261106",0
,"Olfr1287",2,"chr2:111289298-111290216",0
,"Olfr1288",2,"chr2:111318942-111319881",0
,"Olfr1289",2,"chr2:111323588-111324485",0
,"Olfr1290",2,"chr2:111329374-111330313",0
,"Olfr1294",2,"chr2:111377505-111378444",0
,"Olfr1295",2,"chr2:111404660-111405599",0
,"Olfr1297",2,"chr2:111461290-111462229",0
,"Olfr1298",2,"chr2:111485213-111486152",0
,"Olfr1299",2,"chr2:111501609-111505323",0
,"Olfr1300-ps1",2,"chr2:111507593-111533476",0
,"Olfr1301",2,"chr2:111594407-111595346",0
,"Olfr1302",2,"chr2:111620469-111621417",0
,"Olfr1303",2,"chr2:111653942-111654881",0
,"Olfr1305",2,"chr2:111713071-111714010",0
,"Olfr1306",2,"chr2:111752146-111753085",0
,"Olfr1307",2,"chr2:111784672-111785611",0
,"Olfr1308",2,"chr2:111800265-111801228",0
,"Olfr1309",2,"chr2:111823290-111824253",0
,"Olfr1310",2,"chr2:111848402-111849341",0
,"Olfr1311",2,"chr2:111861070-111862009",0
,"Olfr1312",2,"chr2:111882233-111883187",0
,"Olfr1313",2,"chr2:111911802-111912738",0
,"Olfr1314",2,"chr2:111931917-111932856",0
,"Olfr1316",2,"chr2:111970027-111970972",0
,"Olfr1317",2,"chr2:111982103-111983054",0
,"Olfr1318",2,"chr2:111996054-111997164",0
,"Lpcat4",2,"chr2:112079997-112087268",5.32432
,"BC125332",2,"chr2:112088104-112099448",0.048385
,"Nop10",2,"chr2:112102125-112103055",73.5004
,"Slc12a6",2,"chr2:112106470-112203320",26.5132
,"Tmem85",2,"chr2:112203175-112208184",21.7707
,"2410042D21Rik",2,"chr2:112219367-112254394",6.16221
,"2900064A13Rik",2,"chr2:112295181-112307593",53.3616
,"Chrm5",2,"chr2:112319228-112320974",0
,"Aven",2,"chr2:112333120-112471410",21.4072
,"Ryr3",2,"chr2:112471538-112870488",0.21894
,"Tmco5b",2,"chr2:113125888-113137347",0
,"Fmn1",2,"chr2:113167892-113556924",0.591638
,"4930533B01Rik",2,"chr2:113531209-113548707",0
,"Grem1",2,"chr2:113588831-113598805",2.55532
,"Scg5",2,"chr2:113616469-113669248",0.874924
,"Arhgap11a",2,"chr2:113671649-113688818",24.1713
,"Gjd2",2,"chr2:113835336-113839355",0
,"A530058N18Rik",2,"chr2:113839300-113858028",0
,"Actc1",2,"chr2:113873024-113878547",0.251607
,"C130080G10Rik",2,"chr2:113880131-113887238",0
,"Aqr",2,"chr2:113926908-114001075",19.6247
,"Zfp770",2,"chr2:114019196-114027168",6.99003
,"Atpbd4",2,"chr2:114342153-114480664",7.41697
,"4930528P14Rik",2,"chr2:115155001-115170016",0
,"3110099E03Rik",2,"chr2:115319248-115337937",0
,"BC052040",2,"chr2:115407451-115604504",4.603836
,"Mir1951",2,"chr2:115464460-115464549",0
,"Meis2",2,"chr2:115686999-115890794",1.049996
,"2810405F15Rik",2,"chr2:115900283-115901832",0
,"Tmco5",2,"chr2:116704426-116718236",0
,"D330050G23Rik",2,"chr2:116725887-116738527",0
,"Spred1",2,"chr2:116947185-117005072",10.447
,"Mir674",2,"chr2:117010862-117010962",0
,"Fam98b",2,"chr2:117075474-117097276",23.1363
,"Rasgrp1",2,"chr2:117105728-117168613",14.1908
,"4930412B13Rik",2,"chr2:117647663-117734872",0
,"Thbs1",2,"chr2:117937657-117952869",16.769
,"Fsip1",2,"chr2:118030623-118082702",0.058052
,"Gpr176",2,"chr2:118102833-118199155",0.552435
,"1700054M17Rik",2,"chr2:118130649-118133902",0
,"Eif2ak4",2,"chr2:118214352-118300970",7.32968
,"Srp14",2,"chr2:118301578-118305432",126.715
,"Bmf",2,"chr2:118354492-118375414",4.12313
,"Bub1b",2,"chr2:118423946-118467328",38.1688
,"Pak6",2,"chr2:118489312-118523756",0.863683
,"Gm1337",2,"chr2:118524838-118529699",0.04581
,"Plcb2",2,"chr2:118533252-118554174",13.0396
,"5430417L22Rik",2,"chr2:118571497-118574543",14.1697
,"A430105I19Rik",2,"chr2:118579880-118588397",2.20333
,"Phgr1",2,"chr2:118598504-118603900",0.251491
,"Disp2",2,"chr2:118605454-118620911",0.066414
,"D2Ertd750e",2,"chr2:118639738-118661948",25.707
,"Ivd",2,"chr2:118687735-118707093",17.0775
,"Bahd1",2,"chr2:118727350-118750260",9.26249
,"Chst14",2,"chr2:118752232-118754319",3.55591
,"Ccdc32",2,"chr2:118843514-118855129",15.2812
,"Rpusd2",2,"chr2:118860525-118867933",3.00321
,"Casc5",2,"chr2:118872854-118929857",37.25
,"Rad51",2,"chr2:118938552-118961806",35.1734
,"Fam82a2",2,"chr2:118962733-118982770",30.9677
,"Gchfr",2,"chr2:118993523-118998125",4.40398
,"Dnajc17",2,"chr2:118998235-119034531",3.70516
,"Zfyve19",2,"chr2:119034455-119042786",9.181035
,"Gm14137",2,"chr2:119000244-119003311",0.834411
,"Ppp1r14d",2,"chr2:119043858-119055601",0.237369
,"Spint1",2,"chr2:119063095-119075249",2.49314
,"Rhov",2,"chr2:119094936-119096962",0
,"Vps18",2,"chr2:119114477-119124189",5.05327
,"Gm14207",2,"chr2:119146934-119151933",0.476356
,"Dll4",2,"chr2:119151519-119161402",0.950389
,"Chac1",2,"chr2:119176977-119180062",0.343587
,"Ino80",2,"chr2:119198778-119303365",9.53447
,"Exd1",2,"chr2:119345139-119373363",0.348362
,"1500003O03Rik",2,"chr2:119373442-119412758",23.4514
,"1700020I14Rik",2,"chr2:119420031-119426480",60.704387
,"Oip5",2,"chr2:119435267-119444241",26.0135
,"Nusap1",2,"chr2:119444033-119475896",101.235974
,"Ndufaf1",2,"chr2:119481186-119488534",18.4613
,"Rtf1",2,"chr2:119500803-119561143",16.5023
,"Itpka",2,"chr2:119568072-119576989",0.186096
,"Ltk",2,"chr2:119577061-119586167",0.252094
,"Rpap1",2,"chr2:119589694-119613273",5.486934
,"Tyro3",2,"chr2:119625249-119643839",0.541197
,"Mga",2,"chr2:119722963-119795317",10.38897
,"Mapkbp1",2,"chr2:119798434-119853139",2.90898
,"Jmjd7",2,"chr2:119853218-119858340",3.94111
,"Pla2g4b",2,"chr2:119859168-119868768",2.62708
,"Ehd4",2,"chr2:119915222-119980311",28.0388
,"Pla2g4e",2,"chr2:119992147-120071071",0.03994
,"Pla2g4d",2,"chr2:120091604-120114805",0
,"Pla2g4f",2,"chr2:120125692-120139901",0.306694
,"Vps39",2,"chr2:120142196-120178869",13.58311
,"Tmem87a",2,"chr2:120181044-120229852",22.604616
,"4931402G19Rik",2,"chr2:120281433-120295103",0.215933
,"Ganc",2,"chr2:120229631-120286588",10.7325
,"Capn3",2,"chr2:120289328-120330655",1.287233
,"Zfp106",2,"chr2:120332565-120389567",23.0519
,"Snap23",2,"chr2:120393406-120426458",32.019575
,"Lrrc57",2,"chr2:120429973-120435244",21.251154
,"Haus2",2,"chr2:120435171-120446554",16.0502
,"Cdan1",2,"chr2:120541889-120557253",13.0152
,"Ttbk2",2,"chr2:120558551-120676320",2.863053
,"AV039307",2,"chr2:120676391-120692426",1.643732
,"Ubr1",2,"chr2:120686011-120796451",11.6434
,"Tmem62",2,"chr2:120802797-120833578",5.07982
,"Ccndbp1",2,"chr2:120834143-120842648",59.3416
,"Epb4.2",2,"chr2:120843952-120862491",163.859
,"Tgm5",2,"chr2:120871846-120911495",0.03666
,"Tgm7",2,"chr2:120919324-120935527",0
,"Lcmt2",2,"chr2:120963027-120966434",4.16892
,"Adal",2,"chr2:120967876-120982414",12.414
,"Zscan29",2,"chr2:120983162-120996885",5.19699
,"Tubgcp4",2,"chr2:120996941-121022854",19.7037
,"Trp53bp1",2,"chr2:121022464-121097122",12.7153
,"Mtap1a",2,"chr2:121115337-121136568",0.772508
,"Ppip5k1",2,"chr2:121136296-121176749",4.77237
,"Ckmt1",2,"chr2:121184376-121189473",0.554123
,"Strc",2,"chr2:121189462-121206676",0.099892
,"Catsper2",2,"chr2:121220090-121239528",0.521913
,"Pdia3",2,"chr2:121239637-121264422",179.248
,"Ell3",2,"chr2:121264762-121268337",10.9354
,"Serf2",2,"chr2:121274963-121279162",18.8735
,"Serinc4",2,"chr2:121276912-121282500",1.6868
,"2310003F16Rik",2,"chr2:121282823-121284176",158.954
,"Mfap1b",2,"chr2:121287401-121299759",1.24158
,"Mfap1a",2,"chr2:121318416-121332392",3.67566
,"Wdr76",2,"chr2:121332458-121370595",17.8688
,"Frmd5",2,"chr2:121371264-121632793",0.939575
,"Casc4",2,"chr2:121692705-121761943",2.845118
,"Mageb3",2,"chr2:121779506-121781828",0.060413
,"Ctdspl2",2,"chr2:121782188-121839322",10.7624
,"Gm9781",2,"chr2:121854318-121879367",5.3E-05
,"Eif3j",2,"chr2:121854358-121879365",3.27332
,"Spg11",2,"chr2:121879261-121944122",4.68417
,"Patl2",2,"chr2:121945843-122011925",0.153016
,"B2m",2,"chr2:121973422-121978818",2062.52
,"Trim69",2,"chr2:121986435-122004763",0.219518
,"4933406J08Rik",2,"chr2:122012007-122032129",0.022364
,"Sord",2,"chr2:122060574-122091073",14.2377
,"Duox2",2,"chr2:122106172-122123901",0
,"Duoxa2",2,"chr2:122124635-122128621",0
,"Duoxa1",2,"chr2:122129284-122139466",0
,"Duox1",2,"chr2:122141407-122173708",0
,"Shf",2,"chr2:122174627-122194654",5.22713
,"Slc28a2",2,"chr2:122252212-122286866",7.13758
,"Bambi-ps1",2,"chr2:122292318-122293533",0.843137
,"Gm14085",2,"chr2:122310676-122353776",1.36339
,"Gatm",2,"chr2:122420208-122437013",41.0872
,"Spata5l1",2,"chr2:122456360-122458440",5.07546
,"AA467197",2,"chr2:122463622-122466812",1.75631
,"Mir147",2,"chr2:122466538-122466617",0.005976
,"Slc30a4",2,"chr2:122506974-122528399",3.19693
,"Pldn",2,"chr2:122564240-122575223",10.8276
,"Sqrdl",2,"chr2:122591094-122635287",14.23105
,"4930517E11Rik",2,"chr2:123949371-123955692",0
,"4930583P06Rik",2,"chr2:124043414-124048094",0
,"Sema6d",2,"chr2:124436031-124493506",7.313999
,"Slc24a5",2,"chr2:124893862-124914413",7.66721
,"Myef2",2,"chr2:124912006-124949396",15.973954
,"Ctxn2",2,"chr2:124962427-124973577",0
,"Slc12a1",2,"chr2:124978335-125055737",0
,"Dut",2,"chr2:125072983-125084785",77.3092
,"Fbn1",2,"chr2:125126329-125332174",4.01831
,"Cep152",2,"chr2:125388823-125450849",10.4143
,"Shc4",2,"chr2:125453182-125549884",0.776441
,"Eid1",2,"chr2:125498835-125501378",43.7122
,"Secisbp2l",2,"chr2:125562721-125608606",11.9412
,"Cops2",2,"chr2:125656039-125684754",55.8256
,"Galk2",2,"chr2:125684953-125810034",4.95423
,"4930525F21Rik",2,"chr2:125809363-125971987",0
,"Fgf7",2,"chr2:125860393-125916921",0.24197
,"Dtwd1",2,"chr2:125977876-125991013",14.7455
,"Atp8b4",2,"chr2:126146708-126317289",3.36544
,"Slc27a2",2,"chr2:126378759-126413979",0.162714
,"Hdc",2,"chr2:126419403-126444401",2.04042
,"Gabpb1",2,"chr2:126454648-126501223",18.45828
,"Usp8",2,"chr2:126533063-126585050",25.665656
,"Usp50",2,"chr2:126586785-126609196",0.220939
,"Trpm7",2,"chr2:126617293-126701997",22.50695
,"2010106G01Rik",2,"chr2:126716130-126758971",28.1673
,"Ap4e1",2,"chr2:126834446-126895550",6.83273
,"Blvra",2,"chr2:126896392-126922820",71.7356
,"Ncaph",2,"chr2:126929545-126959690",44.1807
,"Itpripl1",2,"chr2:126964504-126969193",8.46011
,"1810024B03Rik",2,"chr2:127012090-127034016",0.280946
,"Snrnp200",2,"chr2:127034139-127066187",33.8771
,"Ciao1",2,"chr2:127066673-127073552",18.8557
,"Tmem127",2,"chr2:127073710-127086500",28.2102
,"Stard7",2,"chr2:127095964-127124670",50.2868
,"Dusp2",2,"chr2:127161894-127164113",11.0062
,"Astl",2,"chr2:127164374-127183387",0
,"Adra2b",2,"chr2:127189021-127192957",0.503007
,"Gpat2",2,"chr2:127250934-127261828",0.633496
,"Fahd2a",2,"chr2:127261950-127270301",7.00623
,"Kcnip3",2,"chr2:127282233-127347106",1.451225
,"Prom2",2,"chr2:127352688-127367153",0.010612
,"Zfp661",2,"chr2:127401268-127410413",3.255437
,"Mrps5",2,"chr2:127413161-127429722",10.8831
,"Mal",2,"chr2:127458961-127482431",3.52774
,"Mall",2,"chr2:127530125-127555633",0.072568
,"Nphp1",2,"chr2:127566467-127614590",6.22339
,"1500011K16Rik",2,"chr2:127617113-127618224",17.7068
,"Bub1",2,"chr2:127625935-127657595",29.8655
,"Acoxl",2,"chr2:127680363-127949628",0.160548
,"Bcl2l11",2,"chr2:127951773-127988283",14.12841
,"Gm14005",2,"chr2:128124398-128255087",7.976327
,"Anapc1",2,"chr2:128435818-128513131",22.2839
,"Mertk",2,"chr2:128524732-128627924",15.0992
,"Tmem87b",2,"chr2:128644038-128679997",9.11665
,"Fbln7",2,"chr2:128689667-128722770",0.11039
,"Zc3h8",2,"chr2:128752003-128769756",5.84955
,"Zc3h6",2,"chr2:128793137-128844299",2.51731
,"Ttl",2,"chr2:128891682-128922019",2.82942
,"Polr1b",2,"chr2:128926731-128952331",10.4131
,"Chchd5",2,"chr2:128955435-128959847",5.74549
,"AI847159",2,"chr2:129003883-129006409",0.584358
,"Slc20a1",2,"chr2:129024508-129037348",79.8648
,"A730036I17Rik",2,"chr2:129044704-129061342",4.45245
,"Ckap2l",2,"chr2:129093945-129122948",51.4739
,"Gm14023",2,"chr2:129123105-129133562",2.49692
,"Il1a",2,"chr2:129125345-129135708",4.47323
,"Il1b",2,"chr2:129190315-129196856",13.8166
,"Gm14047",2,"chr2:129195637-129201469",1.53781
,"F830045P16Rik",2,"chr2:129284094-129362338",0.148676
,"Sirpa",2,"chr2:129418574-129457964",56.066828
,"Pdyn",2,"chr2:129513736-129515604",0
,"4932416H05Rik",2,"chr2:129624104-129627195",0.858268
,"Stk35",2,"chr2:129626252-129658021",6.17274
,"Tgm3",2,"chr2:129838109-129876135",0.185689
,"AU015228",2,"chr2:129926129-129929111",0.030712
,"Tgm6",2,"chr2:129949020-129979961",0
,"Snrpb",2,"chr2:129997371-130005100",155.587
,"Tmc2",2,"chr2:130020929-130090181",0.014163
,"Nop56",2,"chr2:130100147-130105049",72.6043
,"Idh3b",2,"chr2:130105044-130110187",79.6318
,"Snord110",2,"chr2:130101250-130101309",935.392
,"Snord57",2,"chr2:130103761-130103824",934.564
,"Ebf4",2,"chr2:130121674-130196217",0.259464
,"Cpxm1",2,"chr2:130216510-130223365",3.28989
,"1700020A23Rik",2,"chr2:130230994-130231810",0.170921
,"4933425O20Rik",2,"chr2:130232257-130233530",0.091157
,"Fam113a",2,"chr2:130243419-130250377",5.45358
,"Vps16",2,"chr2:130250055-130270005",27.4975
,"Ptpra",2,"chr2:130276013-130380036",28.756
,"4930473A02Rik",2,"chr2:130369526-130389485",0.342375
,"Mrps26",2,"chr2:130389492-130391130",29.3933
,"Oxt",2,"chr2:130401908-130402724",0
,"Avp",2,"chr2:130406412-130408277",0
,"Ubox5",2,"chr2:130415731-130455774",3.852941
,"Fastkd5",2,"chr2:130439573-130455763",8.71159
,"Prosapip1",2,"chr2:130458574-130468539",0.789307
,"Ddrgk1",2,"chr2:130479818-130490381",43.9432
,"Itpa",2,"chr2:130493576-130507350",14.2801
,"Slc4a11",2,"chr2:130509843-130523255",0.711715
,"4930402H24Rik",2,"chr2:130533588-130665846",3.75712
,"Gm14057",2,"chr2:130627701-130629837",0.331126
,"A730017L22Rik",2,"chr2:130698276-130732132",0.275051
,"Atrn",2,"chr2:130732231-130856062",4.85094
,"Gfra4",2,"chr2:130865911-130868824",0.188455
,"Adam33",2,"chr2:130876552-130889550",2.501073
,"Siglec1",2,"chr2:130894955-130912501",11.884
,"Hspa12b",2,"chr2:130953147-130971719",0.654125
,"1700037H04Rik",2,"chr2:130972060-130985756",39.1285
,"Spef1",2,"chr2:130995996-131000546",3.20918
,"Cenpb",2,"chr2:131003024-131005748",27.2358
,"Cdc25b",2,"chr2:131012683-131024247",95.0431
,"2310035K24Rik",2,"chr2:131036175-131039250",6.80432
,"Mavs",2,"chr2:131059798-131073760",17.92237
,"Pank2",2,"chr2:131088235-131124924",17.6351
,"Rnf24",2,"chr2:131124223-131178628",0.780316
,"Mir103-2",2,"chr2:131113787-131113873",0
,"Smox",2,"chr2:131317597-131350919",88.094671
,"Adra1d",2,"chr2:131371092-131388021",1.14909
,"5330413P13Rik",2,"chr2:131645741-131673392",0.012449
,"Erv3",2,"chr2:131679413-131685483",0.134409
,"Prnp",2,"chr2:131735663-131764167",65.4165
,"Prnd",2,"chr2:131776596-131781866",0.736972
,"Rassf2",2,"chr2:131818585-131855724",20.9936
,"Slc23a2",2,"chr2:131878231-131970844",5.6871
,"5730494N06Rik",2,"chr2:132065227-132073524",8.72468
,"Pcna",2,"chr2:132075021-132078916",78.5864
,"Cds2",2,"chr2:132088992-132137777",12.9805
,"Prokr2",2,"chr2:132196064-132211183",0.167551
,"4921508D12Rik",2,"chr2:132250476-132278235",0
,"1700026D11Rik",2,"chr2:132316463-132349793",0
,"Gpcpd1",2,"chr2:132354818-132403984",87.880515
,"AU019990",2,"chr2:132423931-132478800",0.045932
,"1110034G24Rik",2,"chr2:132516018-132576791",9.69077
,"Chgb",2,"chr2:132607013-132620808",0.016867
,"Trmt6",2,"chr2:132629950-132641790",16.5509
,"Mcm8",2,"chr2:132642070-132669924",8.18961
,"Crls1",2,"chr2:132672401-132692504",17.29716
,"Lrrn4",2,"chr2:132694251-132706598",1.44771
,"Fermt1",2,"chr2:132729914-132771772",0
,"Bmp2",2,"chr2:133378934-133388621",5.00186
,"Hao1",2,"chr2:134323096-134380088",0
,"Tmx4",2,"chr2:134420241-134469857",21.7099
,"Plcb1",2,"chr2:134611899-135300994",0.615583
,"4930545L23Rik",2,"chr2:134995308-135041352",0
,"9630028H03Rik",2,"chr2:135406265-135408956",0
,"Plcb4",2,"chr2:135567565-135838804",6.11569
,"6330527O06Rik",2,"chr2:135883662-135895653",0.09742
,"Pak7",2,"chr2:135906823-136213703",0.018677
,"Ankrd5",2,"chr2:136358056-136381590",0.016934
,"Snap25",2,"chr2:136539185-136608164",0
,"Mkks",2,"chr2:136699516-136717142",9.8247
,"2210009G21Rik",2,"chr2:136716953-136895514",4.11772
,"Jag1",2,"chr2:136907186-136942256",3.28347
,"Btbd3",2,"chr2:138082319-138113158",2.84839
,"Mir1952",2,"chr2:138645664-138645743",0
,"Sptlc3",2,"chr2:139319655-139463410",0
,"Ism1",2,"chr2:139503913-139584317",0.031137
,"Tasp1",2,"chr2:139659215-139892521",7.07479
,"Esf1",2,"chr2:139945616-139996294",18.0923
,"2310003L22Rik",2,"chr2:139996381-140030988",3.02037
,"Sel1l2",2,"chr2:140055593-140215446",0
,"Macrod2",2,"chr2:140221165-142215786",0.610564
,"Flrt3",2,"chr2:140483933-140497212",0.507909
,"Kif16b",2,"chr2:142444080-142727200",3.76945
,"Snrpb2",2,"chr2:142888804-142897788",33.6485
,"Otor",2,"chr2:142904227-142907435",0.11965
,"C630020P19Rik",2,"chr2:143361211-143373573",0
,"9430032N09Rik",2,"chr2:143573318-143614922",0
,"Pcsk2",2,"chr2:143371868-143642018",0
,"Bfsp1",2,"chr2:143652263-143688909",0.177063
,"Dstn",2,"chr2:143741066-143769060",66.7329
,"Rrbp1",2,"chr2:143773130-143836999",31.03985
,"Banf2",2,"chr2:143858837-143899715",0
,"Gm5535",2,"chr2:143998885-144015026",0.27707
,"Snx5",2,"chr2:144075858-144096638",162.8439
,"Snord17",2,"chr2:144091717-144091938",10.4902
,"8430406I07Rik",2,"chr2:144096770-144106965",5.64091
,"Ovol2",2,"chr2:144130911-144157816",0
,"Gm20571",2,"chr2:144194718-144199073",0
,"Csrp2bp",2,"chr2:144194767-144233411",11.19049
,"Zfp133-ps",2,"chr2:144285015-144293530",0.243493
,"LOC171588",2,"chr2:144290911-144292468",0.031512
,"6330439K17Rik",2,"chr2:144296292-144353134",0.315511
,"Polr3f",2,"chr2:144353480-144367515",10.7633
,"Rbbp9",2,"chr2:144368000-144376595",6.67215
,"Sec23b",2,"chr2:144381964-144416489",29.773546
,"Gm561",2,"chr2:144419800-144421101",19.4744
,"Dtd1",2,"chr2:144425688-144594483",19.1592
,"1700010M22Rik",2,"chr2:144649401-144650151",0
,"Slc24a3",2,"chr2:145068346-145467675",2.2272
,"Gm14092",2,"chr2:145375190-145380718",0
,"BC039771",2,"chr2:145526930-145579408",0
,"Rin2",2,"chr2:145611851-145713352",2.04088
,"Naa20",2,"chr2:145728976-145742161",8.31453
,"Crnkl1",2,"chr2:145743217-145760436",27.0309
,"4930529M08Rik",2,"chr2:145760519-145789962",0.062838
,"Insm1",2,"chr2:146047732-146050754",0.22707
,"Ralgapa2",2,"chr2:146067034-146337740",3.86089
,"A930019D19Rik",2,"chr2:146085021-146092896",0
,"4933406D12Rik",2,"chr2:146368666-146371844",0
,"Plk1s1",2,"chr2:146681624-146795825",15.2757
,"Xrn2",2,"chr2:146838795-146903733",44.7249
,"Nkx2-4",2,"chr2:146909611-146911081",0
,"Nkx2-2",2,"chr2:147003281-147012138",0
,"Nkx2-2as",2,"chr2:147009818-147157417",0
,"AI646519",2,"chr2:147187278-147188529",0
,"Pax1",2,"chr2:147190729-147200784",0
,"A530006G24Rik",2,"chr2:147536428-147543368",0
,"Foxa2",2,"chr2:147868613-147872705",0.13307
,"Sstr4",2,"chr2:148221112-148222500",0.108013
,"Thbd",2,"chr2:148230206-148233924",21.7322
,"Cd93",2,"chr2:148262386-148269271",6.77801
,"Nxt1",2,"chr2:148498350-148501762",39.77445
,"Gzf1",2,"chr2:148506855-148518685",11.9931
,"Napb",2,"chr2:148520392-148558156",0.929318
,"Cstl1",2,"chr2:148576096-148581114",0
,"Cst11",2,"chr2:148594353-148597233",0
,"8030411F24Rik",2,"chr2:148607744-148611672",0
,"Cst12",2,"chr2:148615096-148619173",0
,"Cst8",2,"chr2:148624574-148631320",0
,"Cst13",2,"chr2:148645834-148656146",0.075887
,"Cst9",2,"chr2:148660882-148664473",0
,"9230104L09Rik",2,"chr2:148672449-148676670",0
,"Cst3",2,"chr2:148697467-148701204",558.292
,"Cst10",2,"chr2:149230984-149236014",0
,"Tmem90b",2,"chr2:149656518-149830128",0
,"Zfp120",2,"chr2:149940142-149962414",6.040173
,"Gm14139",2,"chr2:150007490-150019015",0.02798
,"Zfp937",2,"chr2:150043834-150070610",0.800565
,"Gm14124",2,"chr2:150083252-150096036",0.030319
,"3300002I08Rik",2,"chr2:150136672-150188501",0.383284
,"Zfp442",2,"chr2:150232872-150277230",0.399595
,"Zfp345",2,"chr2:150296726-150310799",0.017049
,"Cst7",2,"chr2:150396150-150404680",5.72037
,"2310001A20Rik",2,"chr2:150408816-150434259",24.7181
,"Acss1",2,"chr2:150443846-150493976",46.0389
,"E130215H24Rik",2,"chr2:150493229-150494668",2.31115
,"Vsx1",2,"chr2:150506439-150514873",0.203033
,"Entpd6",2,"chr2:150574816-150597410",9.60459
,"Pygb",2,"chr2:150612531-150657484",13.8416
,"Abhd12",2,"chr2:150658250-150730467",23.8266
,"Gins1",2,"chr2:150735329-150757016",51.491405
,"Ninl",2,"chr2:150760254-150835134",6.3186
,"Nanp",2,"chr2:150855420-150865115",0.072807
,"Gm14151",2,"chr2:150912521-150918086",0
,"Gm14151",2,"chr2:150923980-150929545",0
,"4930442J19Rik",2,"chr2:151127774-151141739",0
,"4921509C19Rik",2,"chr2:151296277-151301887",0
,"Nsfl1c",2,"chr2:151320043-151337040",21.0174
,"Fkbp1a",2,"chr2:151368234-151387427",25.7551
,"Sdcbp2",2,"chr2:151398367-151415735",0.325413
,"Snph",2,"chr2:151416285-151458269",0.161725
,"Rad21l",2,"chr2:151471139-151494269",0
,"5430405G05Rik",2,"chr2:151527743-151533046",0
,"Psmf1",2,"chr2:151541797-151567029",26.5457
,"Rspo4",2,"chr2:151668662-151700404",0
,"Angpt4",2,"chr2:151737067-151770390",0
,"Mir1953",2,"chr2:151793264-151793353",0
,"Fam110a",2,"chr2:151795133-151805955",2.998651
,"2310046K01Rik",2,"chr2:151822246-151834994",0.352986
,"Scrt2",2,"chr2:151907264-151921538",0
,"Srxn1",2,"chr2:151931465-151937089",19.2028
,"Tcf15",2,"chr2:151969344-151974832",7.38275
,"Csnk2a1",2,"chr2:152052575-152107587",22.8152
,"Tbc1d20",2,"chr2:152119607-152138326",20.9534
,"Rbck1",2,"chr2:152142069-152158375",51.296
,"Trib3",2,"chr2:152163160-152169796",0.277083
,"Gm14164",2,"chr2:152171404-152201058",0.071355
,"Nrsn2",2,"chr2:152194493-152202302",0
,"Sox12",2,"chr2:152219347-152223782",4.4572
,"Zcchc3",2,"chr2:152237691-152240780",4.89437
,"6820408C15Rik",2,"chr2:152241322-152270064",0.201946
,"Defb23",2,"chr2:152284790-152290356",0
,"Defb20",2,"chr2:152302798-152305670",0
,"Defb22",2,"chr2:152311401-152315874",0
,"Defb26",2,"chr2:152333491-152337472",0.096036
,"Defb28",2,"chr2:152343990-152347183",0
